year,m49,country,area_ha,production_t,yield_t_ha
2009,276,Germany,1426.0,9940.0,6.971
2009,724,Spain,499.0,6535.1,13.096
2009,528,Netherlands (Kingdom of the),526.0,4190.2,7.966
2009,504,Morocco,875.0,4054.9,4.634
2009,554,New Zealand,539.0,2700.0,5.009
2009,036,Australia,660.0,2502.0,3.791
2009,643,Russian Federation,500.0,2000.0,4.0
2009,440,Lithuania,968.0,1794.0,1.853
2009,642,Romania,741.0,1718.4,2.319
2009,380,Italy,171.0,1601.4,9.365
2009,484,Mexico,190.0,1595.0,8.395
2009,804,Ukraine,200.0,700.0,3.5
2009,860,Uzbekistan,100.0,700.0,7.0
2009,620,Portugal,0.0,451.0,0.0
2009,756,Switzerland,42.0,156.0,3.714
2009,100,Bulgaria,18.0,99.9,5.55
2009,578,Norway,28.0,44.0,1.571
2009,752,Sweden,10.0,20.0,2.0
2009,428,Latvia,57.0,0.0,0.0
2010,840,United States of America,28530.0,188926.0,6.622
2010,124,Canada,34277.0,83550.0,2.437
2010,152,Chile,7298.0,56000.0,7.673
2010,250,France,2640.0,11001.0,4.167
2010,616,Poland,2167.0,9195.0,4.243
2010,276,Germany,1429.0,8305.0,5.812
2010,724,Spain,522.0,6696.5,12.829
2010,528,Netherlands (Kingdom of the),535.0,4536.6,8.48
2010,504,Morocco,924.0,4327.0,4.683
2010,036,Australia,784.0,3074.6,3.922
2010,554,New Zealand,546.0,2651.3,4.856
2010,643,Russian Federation,500.0,1900.0,3.8
2010,642,Romania,735.0,1702.9,2.317
2010,380,Italy,172.0,1612.5,9.375
2010,440,Lithuania,3000.0,1300.0,0.433
2010,484,Mexico,106.0,1059.0,9.991
2010,860,Uzbekistan,100.0,800.0,8.0
2010,804,Ukraine,200.0,700.0,3.5
2010,620,Portugal,0.0,530.1,0.0
2010,756,Switzerland,46.0,247.0,5.37
2010,100,Bulgaria,17.0,99.9,5.876
2010,578,Norway,23.0,58.0,2.522
2010,208,Denmark,38.0,47.0,1.237
2010,604,Peru,32.0,30.0,0.938
2010,752,Sweden,10.0,30.0,3.0
2010,428,Latvia,90.0,9.0,0.1
2011,840,United States of America,29660.0,201030.0,6.778
2011,124,Canada,38479.0,105246.0,2.735
2011,152,Chile,7298.0,74000.0,10.14
2011,250,France,2455.0,9379.0,3.82
2011,616,Poland,2404.0,8595.0,3.575
2011,724,Spain,547.0,6857.9,12.537
2011,484,Mexico,636.0,6704.0,10.541
2011,276,Germany,1434.0,6608.0,4.608
2011,504,Morocco,1228.0,5682.1,4.627
2011,528,Netherlands (Kingdom of the),584.0,5249.2,8.988
2011,036,Australia,731.0,2903.0,3.971
2011,554,New Zealand,549.0,2628.8,4.788
2011,643,Russian Federation,500.0,2500.0,5.0
2011,380,Italy,172.0,1623.5,9.439
2011,642,Romania,636.0,1470.7,2.312
2011,440,Lithuania,2700.0,900.0,0.333
2011,804,Ukraine,200.0,800.0,4.0
2011,620,Portugal,0.0,700.5,0.0
2011,860,Uzbekistan,110.0,600.0,5.455
2011,756,Switzerland,55.0,342.0,6.218
2011,604,Peru,280.0,320.0,1.143
2011,100,Bulgaria,16.0,99.8,6.241
2011,208,Denmark,44.0,54.0,1.227
2011,752,Sweden,10.0,30.0,3.0
2011,578,Norway,25.0,14.0,0.56
2011,428,Latvia,90.0,8.0,0.089
2012,840,United States of America,30919.0,212168.0,6.862
2012,124,Canada,36841.0,127174.0,3.452
2012,152,Chile,12376.0,78000.0,6.303
2012,616,Poland,3126.0,11251.0,3.599
2012,276,Germany,1835.0,8843.0,4.819
2012,250,France,2458.0,8161.0,3.32
2012,504,Morocco,1573.0,7247.2,4.607
2012,484,Mexico,885.0,7191.0,8.125
2012,724,Spain,572.0,7019.3,12.272
2012,528,Netherlands (Kingdom of the),586.0,6000.0,10.239
2012,036,Australia,1037.0,4082.9,3.937
2012,554,New Zealand,579.0,2600.0,4.491
2012,643,Russian Federation,500.0,2400.0,4.8
2012,380,Italy,172.0,1634.5,9.503
2012,620,Portugal,0.0,1436.5,0.0
2012,642,Romania,544.0,1252.7,2.303
2012,804,Ukraine,150.0,1200.0,8.0
2012,440,Lithuania,2600.0,800.0,0.308
2012,860,Uzbekistan,114.0,700.0,6.14
2012,604,Peru,400.0,560.0,1.4
2012,756,Switzerland,66.0,331.0,5.015
2012,100,Bulgaria,15.0,100.0,6.667
2012,428,Latvia,82.0,86.0,1.049
2012,208,Denmark,46.0,57.0,1.239
2012,752,Sweden,20.0,40.0,2.0
2012,578,Norway,23.0,35.0,1.522
2013,840,United States of America,32796.0,246559.0,7.518
2013,124,Canada,37985.0,110313.0,2.904
2013,152,Chile,14723.0,82000.0,5.57
2013,616,Poland,3223.0,12731.0,3.95
2013,724,Spain,975.0,11911.6,12.217
2013,276,Germany,2031.0,10277.0,5.06
2013,484,Mexico,1290.0,10160.0,7.876
2013,250,France,2421.0,9120.0,3.767
2013,504,Morocco,1867.0,8624.4,4.619
2013,528,Netherlands (Kingdom of the),574.0,5643.1,9.831
2013,036,Australia,1202.0,4739.7,3.943
2013,554,New Zealand,585.0,2783.9,4.759
2013,643,Russian Federation,500.0,2500.0,5.0
2013,604,Peru,650.0,1668.0,2.566
2013,380,Italy,173.0,1645.5,9.512
2013,620,Portugal,0.0,1428.8,0.0
2013,804,Ukraine,150.0,1300.0,8.667
2013,642,Romania,480.0,1099.7,2.291
2013,440,Lithuania,2600.0,600.0,0.231
2013,860,Uzbekistan,90.0,600.0,6.667
2013,756,Switzerland,73.0,308.0,4.219
2013,428,Latvia,144.0,111.0,0.771
2013,100,Bulgaria,15.0,99.5,6.634
2013,752,Sweden,20.0,40.0,2.0
2013,208,Denmark,53.0,34.0,0.642
2013,578,Norway,25.0,27.0,1.08
2014,840,United States of America,34297.0,262498.0,7.654
2014,124,Canada,40443.0,166739.0,4.123
2014,152,Chile,14476.0,88000.0,6.079
2014,724,Spain,1760.0,21060.0,11.966
2014,484,Mexico,1803.0,18031.4,10.001
2014,616,Poland,3470.0,12469.0,3.593
2014,276,Germany,2083.0,12077.0,5.798
2014,250,France,2489.0,10260.0,4.122
2014,504,Morocco,2187.0,10112.4,4.624
2014,528,Netherlands (Kingdom of the),639.0,6400.0,10.016
2014,036,Australia,1378.0,5442.0,3.949
2014,554,New Zealand,621.0,3000.0,4.831
2014,604,Peru,300.0,2500.0,8.333
2014,643,Russian Federation,500.0,2500.0,5.0
2014,620,Portugal,0.0,1823.7,0.0
2014,380,Italy,172.0,1664.2,9.676
2014,642,Romania,546.0,1274.4,2.334
2014,804,Ukraine,150.0,700.0,4.667
2014,440,Lithuania,2200.0,600.0,0.273
2014,860,Uzbekistan,89.0,600.0,6.742
2014,756,Switzerland,73.0,458.0,6.274
2014,428,Latvia,147.0,441.0,3.0
2014,100,Bulgaria,14.0,98.0,7.0
2014,752,Sweden,20.0,60.0,3.0
2014,208,Denmark,55.0,35.0,0.636
2014,578,Norway,22.0,3.0,0.136
2015,840,United States of America,36349.0,254012.0,6.988
2015,124,Canada,40760.0,175549.0,4.307
2015,152,Chile,14573.0,93000.0,6.382
2015,724,Spain,1803.0,21060.0,11.681
2015,484,Mexico,2031.0,15488.5,7.626
2015,616,Poland,3230.0,14112.0,4.369
2015,276,Germany,2479.0,11945.0,4.818
2015,504,Morocco,2518.0,11775.2,4.676
2015,604,Peru,1158.0,10585.0,9.141
2015,250,France,2484.0,9613.0,3.87
2015,528,Netherlands (Kingdom of the),737.0,7751.0,10.517
2015,036,Australia,1576.0,6240.4,3.96
2015,620,Portugal,0.0,4435.5,0.0
2015,554,New Zealand,615.0,3012.6,4.899
2015,643,Russian Federation,500.0,2400.0,4.8
2015,380,Italy,173.0,1681.9,9.722
2015,860,Uzbekistan,104.0,700.0,6.731
2015,804,Ukraine,130.0,600.0,4.615
2015,756,Switzerland,76.0,410.0,5.395
2015,642,Romania,150.0,320.0,2.133
2015,428,Latvia,173.0,240.0,1.387
2015,440,Lithuania,86.0,113.0,1.314
2015,100,Bulgaria,13.0,96.7,7.438
2015,752,Sweden,20.0,60.0,3.0
2015,208,Denmark,54.0,35.0,0.648
2015,578,Norway,20.0,4.0,0.2
2016,840,United States of America,37555.0,269257.0,7.17
2016,124,Canada,42570.0,211191.0,4.961
2016,152,Chile,15801.0,116000.0,7.341
2016,484,Mexico,2946.0,29066.7,9.866
2016,724,Spain,2260.0,24945.0,11.038
2016,604,Peru,1945.0,22978.3,11.814
2016,616,Poland,5039.0,14721.0,2.921
2016,504,Morocco,2926.0,13813.0,4.721
2016,276,Germany,2714.0,10710.0,3.946
2016,528,Netherlands (Kingdom of the),777.0,9080.8,11.687
2016,036,Australia,1730.0,6810.0,3.936
2016,250,France,2440.0,6705.5,2.748
2016,620,Portugal,0.0,6572.0,0.0
2016,554,New Zealand,627.0,3073.0,4.901
2016,643,Russian Federation,610.0,3000.0,4.918
2016,380,Italy,172.0,1667.4,9.694
2016,804,Ukraine,400.0,1260.0,3.15
2016,860,Uzbekistan,94.0,633.3,6.738
2016,756,Switzerland,83.0,321.0,3.867
2016,642,Romania,128.0,298.0,2.328
2016,428,Latvia,185.0,267.0,1.443
2016,100,Bulgaria,13.0,98.7,7.594
2016,440,Lithuania,76.0,91.0,1.197
2016,752,Sweden,20.0,60.0,3.0
2016,208,Denmark,60.0,34.0,0.567
2016,578,Norway,20.0,9.0,0.45
2017,840,United States of America,33950.0,235210.0,6.928
2017,124,Canada,41569.0,173641.0,4.177
2017,152,Chile,15707.0,95000.0,6.048
2017,604,Peru,4134.0,52301.0,12.651
2017,484,Mexico,3334.0,36699.7,11.008
2017,724,Spain,3260.0,35355.0,10.845
2017,616,Poland,7070.0,16343.0,2.312
2017,504,Morocco,3332.0,15856.7,4.759
2017,276,Germany,2844.0,13805.0,4.854
2017,620,Portugal,0.0,9840.0,0.0
2017,036,Australia,2455.0,9640.1,3.927
2017,528,Netherlands (Kingdom of the),832.0,8934.7,10.739
2017,250,France,2431.0,8495.5,3.495
2017,554,New Zealand,624.0,3058.8,4.902
2017,643,Russian Federation,534.0,2700.0,5.056
2017,380,Italy,172.0,1671.4,9.718
2017,804,Ukraine,400.0,1360.0,3.4
2017,860,Uzbekistan,97.0,653.5,6.738
2017,428,Latvia,236.0,353.0,1.496
2017,642,Romania,132.0,339.0,2.568
2017,756,Switzerland,93.0,287.0,3.086
2017,440,Lithuania,85.0,124.0,1.459
2017,100,Bulgaria,13.0,98.5,7.58
2017,752,Sweden,50.0,70.0,1.4
2017,208,Denmark,59.0,40.0,0.678
2017,578,Norway,19.0,30.0,1.579
2018,840,United States of America,39100.0,255050.0,6.523
2018,124,Canada,41068.0,155229.0,3.78
2018,152,Chile,15815.0,126000.0,7.967
2018,604,Peru,6011.0,94805.0,15.772
2018,724,Spain,3720.0,43520.0,11.699
2018,484,Mexico,3611.0,40251.3,11.147
2018,616,Poland,8090.0,25300.0,3.127
2018,504,Morocco,3826.0,18000.0,4.705
2018,276,Germany,3040.0,12760.0,4.197
2018,036,Australia,3055.0,11987.2,3.924
2018,620,Portugal,1930.0,11060.0,5.731
2018,528,Netherlands (Kingdom of the),930.0,9300.0,10.0
2018,250,France,2393.0,9127.0,3.814
2018,554,New Zealand,684.0,3343.4,4.888
2018,643,Russian Federation,642.0,3300.0,5.14
2018,040,Austria,200.0,1420.0,7.1
2018,804,Ukraine,500.0,1180.0,2.36
2018,860,Uzbekistan,97.0,659.0,6.794
2018,642,Romania,180.0,650.0,3.611
2018,056,Belgium,110.0,600.0,5.455
2018,428,Latvia,500.0,500.0,1.0
2018,756,Switzerland,93.0,366.0,3.935
2018,191,Croatia,250.0,310.0,1.24
2018,705,Slovenia,60.0,310.0,5.167
2018,246,Finland,90.0,130.0,1.444
2018,100,Bulgaria,30.0,100.0,3.333
2018,208,Denmark,60.0,100.0,1.667
2018,440,Lithuania,70.0,100.0,1.429
2018,752,Sweden,40.0,80.0,2.0
2018,703,Slovakia,30.0,50.0,1.667
2018,348,Hungary,20.0,30.0,1.5
2018,578,Norway,18.0,26.0,1.444
2018,233,Estonia,0.0,0.0,0.0
2018,300,Greece,0.0,0.0,0.0
2018,380,Italy,0.0,0.0,0.0
2018,470,Malta,0.0,0.0,0.0
2019,840,United States of America,47591.0,342230.0,7.191
2019,124,Canada,40671.0,176490.0,4.339
2019,604,Peru,11027.0,147900.0,13.413
2019,152,Chile,18373.0,130004.3,7.076
2019,724,Spain,4030.0,53380.0,13.246
2019,484,Mexico,4319.0,48998.6,11.345
2019,616,Poland,8480.0,34770.0,4.1
2019,504,Morocco,5544.0,26000.0,4.69
2019,620,Portugal,2480.0,15160.0,6.113
2019,276,Germany,3160.0,14850.0,4.699
2019,036,Australia,3717.0,14573.0,3.921
2019,528,Netherlands (Kingdom of the),1110.0,11060.0,9.964
2019,554,New Zealand,755.0,3687.5,4.884
2019,643,Russian Federation,672.0,3500.0,5.208
2019,804,Ukraine,500.0,2390.0,4.78
2019,040,Austria,200.0,1350.0,6.75
2019,056,Belgium,110.0,700.0,6.364
2019,860,Uzbekistan,97.0,662.3,6.828
2019,642,Romania,210.0,610.0,2.905
2019,756,Switzerland,104.0,561.0,5.394
2019,428,Latvia,510.0,470.0,0.922
2019,440,Lithuania,200.0,410.0,2.05
2019,191,Croatia,290.0,360.0,1.241
2019,705,Slovenia,60.0,290.0,4.833
2019,246,Finland,80.0,200.0,2.5
2019,208,Denmark,80.0,130.0,1.625
2019,703,Slovakia,50.0,130.0,2.6
2019,752,Sweden,40.0,90.0,2.25
2019,348,Hungary,40.0,40.0,1.0
2019,578,Norway,18.0,38.0,2.111
2019,233,Estonia,0.0,0.0,0.0
2019,250,France,2400.0,0.0,0.0
2019,300,Greece,0.0,0.0,0.0
2019,380,Italy,0.0,0.0,0.0
2019,470,Malta,0.0,0.0,0.0
2020,840,United States of America,47308.0,315520.0,6.669
2020,604,Peru,14278.0,179305.0,12.558
2020,124,Canada,39736.0,148465.0,3.736
2020,152,Chile,18375.0,127050.7,6.914
2020,616,Poland,9700.0,55300.0,5.701
2020,484,Mexico,4610.0,50292.6,10.909
2020,724,Spain,4210.0,48520.0,11.525
2020,504,Morocco,7242.0,34000.0,4.695
2020,036,Australia,4692.0,18240.6,3.888
2020,620,Portugal,2490.0,15420.0,6.193
2020,276,Germany,3290.0,11300.0,3.435
2020,528,Netherlands (Kingdom of the),920.0,9200.0,10.0
2020,250,France,2116.0,7881.0,3.724
2020,380,Italy,1090.0,6750.0,6.193
2020,554,New Zealand,760.0,3714.9,4.888
2020,643,Russian Federation,685.0,3600.0,5.255
2020,040,Austria,210.0,1570.0,7.476
2020,642,Romania,400.0,1170.0,2.925
2020,191,Croatia,360.0,720.0,2.0
2020,428,Latvia,500.0,700.0,1.4
2020,860,Uzbekistan,97.0,667.2,6.878
2020,440,Lithuania,270.0,650.0,2.407
2020,756,Switzerland,108.0,650.0,6.019
2020,056,Belgium,120.0,600.0,5.0
2020,804,Ukraine,100.0,600.0,6.0
2020,705,Slovenia,60.0,420.0,7.0
2020,246,Finland,120.0,150.0,1.25
2020,208,Denmark,100.0,110.0,1.1
2020,703,Slovakia,70.0,110.0,1.571
2020,752,Sweden,40.0,90.0,2.25
2020,100,Bulgaria,40.0,80.0,2.0
2020,348,Hungary,40.0,40.0,1.0
2020,578,Norway,20.0,23.0,1.15
2020,233,Estonia,0.0,0.0,0.0
2020,300,Greece,0.0,0.0,0.0
2020,470,Malta,0.0,0.0,0.0
2021,840,United States of America,55119.0,378390.0,6.865
2021,604,Peru,18168.0,228160.0,12.558
2021,124,Canada,41932.0,145689.0,3.474
2021,152,Chile,18216.0,127000.0,6.972
2021,484,Mexico,5833.0,66481.5,11.397
2021,724,Spain,4570.0,61230.0,13.398
2021,616,Poland,10700.0,55300.0,5.168
2021,504,Morocco,9148.0,43000.0,4.7
2021,036,Australia,6023.0,23452.0,3.894
2021,620,Portugal,2590.0,17140.0,6.618
2021,276,Germany,3360.0,15640.0,4.655
2021,380,Italy,1200.0,8750.0,7.292
2021,528,Netherlands (Kingdom of the),850.0,8500.0,10.0
2021,250,France,2237.0,8009.0,3.58
2021,643,Russian Federation,748.0,4000.0,5.348
2021,554,New Zealand,760.0,3711.0,4.883
2021,642,Romania,710.0,1930.0,2.718
2021,040,Austria,220.0,1740.0,7.909
2021,716,Zimbabwe,285.0,1140.0,4.0
2021,056,Belgium,120.0,830.0,6.917
2021,860,Uzbekistan,95.0,668.3,7.034
2021,756,Switzerland,106.0,568.0,5.358
2021,191,Croatia,380.0,540.0,1.421
2021,428,Latvia,600.0,500.0,0.833
2021,440,Lithuania,300.0,480.0,1.6
2021,705,Slovenia,70.0,260.0,3.714
2021,246,Finland,90.0,190.0,2.111
2021,703,Slovakia,70.0,180.0,2.571
2021,804,Ukraine,100.0,140.0,1.4
2021,208,Denmark,100.0,120.0,1.2
2021,100,Bulgaria,70.0,110.0,1.571
2021,752,Sweden,50.0,100.0,2.0
2021,348,Hungary,40.0,50.0,1.25
2021,578,Norway,20.0,40.0,2.0
2021,233,Estonia,0.0,0.0,0.0
2021,300,Greece,0.0,0.0,0.0
2021,470,Malta,0.0,0.0,0.0
2022,840,United States of America,52286.0,351850.0,6.729
2022,604,Peru,23298.0,292584.0,12.558
2022,124,Canada,42147.0,185772.0,4.408
2022,152,Chile,17822.0,124296.6,6.974
2022,724,Spain,4810.0,70420.0,14.64
2022,484,Mexico,4331.0,66846.6,15.434
2022,616,Poland,11400.0,64000.0,5.614
2022,504,Morocco,11162.0,52600.0,4.712
2022,036,Australia,5012.0,19608.0,3.912
2022,620,Portugal,2620.0,19050.0,7.271
2022,276,Germany,3400.0,15370.0,4.521
2022,380,Italy,1300.0,9250.0,7.115
2022,528,Netherlands (Kingdom of the),820.0,8100.0,9.878
2022,250,France,2292.0,7611.0,3.321
2022,643,Russian Federation,780.0,4200.0,5.385
2022,554,New Zealand,787.0,3824.1,4.859
2022,642,Romania,800.0,3330.0,4.162
2022,040,Austria,220.0,2060.0,9.364
2022,716,Zimbabwe,328.0,1968.0,6.0
2022,191,Croatia,400.0,730.0,1.825
2022,756,Switzerland,110.0,706.0,6.418
2022,056,Belgium,120.0,700.0,5.833
2022,860,Uzbekistan,95.0,663.1,6.98
2022,440,Lithuania,350.0,650.0,1.857
2022,428,Latvia,550.0,420.0,0.764
2022,705,Slovenia,70.0,370.0,5.286
2022,246,Finland,90.0,180.0,2.0
2022,703,Slovakia,80.0,170.0,2.125
2022,804,Ukraine,100.0,150.0,1.5
2022,100,Bulgaria,60.0,140.0,2.333
2022,208,Denmark,80.0,120.0,1.5
2022,752,Sweden,50.0,100.0,2.0
2022,348,Hungary,50.0,60.0,1.2
2022,578,Norway,19.0,38.0,2.0
2022,233,Estonia,0.0,0.0,0.0
2022,300,Greece,0.0,0.0,0.0
2022,470,Malta,0.0,0.0,0.0
2023,840,United States of America,50546.0,332260.0,6.573
2023,604,Peru,18266.0,229390.0,12.558
2023,124,Canada,46555.0,156533.0,3.362
2023,152,Chile,17631.0,122332.6,6.938
2023,484,Mexico,5836.0,80133.5,13.731
2023,504,Morocco,13154.0,62072.6,4.719
2023,616,Poland,12400.0,61900.0,4.992
2023,724,Spain,4890.0,57670.0,11.793
2023,620,Portugal,2630.0,20830.0,7.92
2023,036,Australia,5168.0,20211.0,3.911
2023,276,Germany,3470.0,15320.0,4.415
2023,250,France,2485.0,10545.0,4.243
2023,380,Italy,1380.0,10060.0,7.29
2023,528,Netherlands (Kingdom of the),780.0,7780.0,9.974
2023,643,Russian Federation,785.0,4278.0,5.45
2023,642,Romania,1200.0,3840.0,3.2
2023,554,New Zealand,787.0,3823.4,4.858
2023,716,Zimbabwe,506.0,2800.0,5.534
2023,040,Austria,230.0,1930.0,8.391
2023,056,Belgium,120.0,860.0,7.167
2023,203,Czechia,70.0,750.0,10.714
2023,191,Croatia,370.0,690.0,1.865
2023,860,Uzbekistan,94.0,664.7,7.072
2023,440,Lithuania,520.0,650.0,1.25
2023,756,Switzerland,121.0,640.0,5.289
2023,705,Slovenia,70.0,400.0,5.714
2023,100,Bulgaria,80.0,230.0,2.875
2023,804,Ukraine,200.0,220.0,1.1
2023,246,Finland,110.0,200.0,1.818
2023,703,Slovakia,80.0,190.0,2.375
2023,752,Sweden,50.0,120.0,2.4
2023,208,Denmark,70.0,100.0,1.429
2023,428,Latvia,500.0,100.0,0.2
2023,348,Hungary,40.0,90.0,2.25
2023,578,Norway,19.0,40.0,2.105
2023,233,Estonia,0.0,0.0,0.0
2023,300,Greece,0.0,0.0,0.0
2023,470,Malta,0.0,0.0,0.0
2024,840,United States of America,50142.0,401970.0,8.017
2024,604,Peru,28157.0,353600.0,12.558
2024,124,Canada,45829.0,165608.0,3.614
2024,152,Chile,14038.0,97218.8,6.925
2024,484,Mexico,5843.0,80533.9,13.783
2024,616,Poland,12500.0,62000.0,4.96
2024,724,Spain,5180.0,60950.0,11.766
2024,504,Morocco,11375.0,53750.8,4.725
2024,036,Australia,7046.0,27540.0,3.909
2024,620,Portugal,2670.0,22850.0,8.558
2024,276,Germany,3500.0,15090.0,4.311
2024,380,Italy,1450.0,10360.0,7.145
2024,250,France,2579.0,8621.0,3.343
2024,528,Netherlands (Kingdom of the),690.0,6910.0,10.014
2024,642,Romania,1440.0,5000.0,3.472
2024,643,Russian Federation,783.0,4313.7,5.509
2024,554,New Zealand,792.0,3846.9,4.857
2024,716,Zimbabwe,644.0,3631.2,5.638
2024,040,Austria,260.0,1910.0,7.346
2024,440,Lithuania,570.0,1070.0,1.877
2024,191,Croatia,420.0,830.0,1.976
2024,203,Czechia,70.0,740.0,10.571
2024,756,Switzerland,124.0,703.0,5.669
2024,860,Uzbekistan,94.0,666.4,7.089
2024,056,Belgium,110.0,580.0,5.273
2024,428,Latvia,500.0,500.0,1.0
2024,705,Slovenia,70.0,400.0,5.714
2024,100,Bulgaria,120.0,360.0,3.0
2024,703,Slovakia,100.0,230.0,2.3
2024,246,Finland,110.0,210.0,1.909
2024,804,Ukraine,200.0,200.0,1.0
2024,752,Sweden,60.0,120.0,2.0
2024,208,Denmark,70.0,100.0,1.429
2024,348,Hungary,50.0,80.0,1.6
2024,578,Norway,19.0,40.0,2.105
2024,233,Estonia,0.0,0.0,0.0
2024,300,Greece,0.0,0.0,0.0
2024,470,Malta,0.0,0.0,0.0
